model,dataset,method,low_fraction,sample_id,group_id,uq_score,correct,error,hallucination,quadrant,rating
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-8-1-1,hallusionbench-image-VD-video-8,-19.920385759133705,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-4-0-0,hallusionbench-image-VD-ocr-4,-19.911918773304194,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-8-1-0,hallusionbench-image-VS-chart-8,-19.881075534374997,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-ocr-4-0-0,hallusionbench-non_image-VS-ocr-4,-19.844147033728174,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-11-1-0,hallusionbench-image-VS-chart-11,-19.84184164037845,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-19-0-2,hallusionbench-image-VD-illusion-19,-19.8245243811872,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-map-4-2-0,hallusionbench-image-VS-map-4,-19.79132674450296,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-0-0-1,hallusionbench-image-VD-ocr-0,-19.77626739784502,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-15-2-0,hallusionbench-image-VS-chart-15,-19.773988381585237,1,0,0,correct_clean,4
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-0-0-0,hallusionbench-image-VD-figure-0,-19.75772050188125,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-29-1-0,hallusionbench-image-VD-illusion-29,-19.74145962427122,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-7-1-1,hallusionbench-image-VS-table-7,-19.72996959101987,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-8-0-1,hallusionbench-image-VD-figure-8,-19.719316906375475,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-15-1-1,hallusionbench-image-VS-chart-15,-19.689314672547724,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-math-3-0-2,hallusionbench-image-VD-math-3,-19.685280784939565,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-1-1-0,hallusionbench-image-VS-table-1,-19.67066667730544,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-19-0-0,hallusionbench-image-VD-figure-19,-19.627434183190594,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-8-1-3,hallusionbench-image-VS-table-8,-19.61715438159287,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-map-4-1-2,hallusionbench-image-VS-map-4,-19.614718192907056,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-7-1-0,hallusionbench-image-VS-ocr-7,-19.613417874143934,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-9-0-1,hallusionbench-image-VD-figure-9,-19.602651281858396,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-8-0-1,hallusionbench-image-VD-ocr-8,-19.59562392120542,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-map-0-1-1,hallusionbench-image-VS-map-0,-19.587465270146765,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-1-0-1,hallusionbench-image-VD-figure-1,-19.575826925742586,1,0,1,correct_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-6-1-3,hallusionbench-image-VS-chart-6,-19.536267048111572,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-10-1-3,hallusionbench-image-VS-table-10,-19.525441894531472,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-13-0-1,hallusionbench-image-VD-figure-13,-19.51307353240634,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-4-2-3,hallusionbench-image-VS-chart-4,-19.500866447364707,1,0,0,correct_clean,4
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-5-0-0,hallusionbench-image-VD-ocr-5,-19.46326002806405,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-0-1-1,hallusionbench-image-VD-illusion-0,-19.453155802022003,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-7-1-3,hallusionbench-image-VS-table-7,-19.452250472138555,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-8-1-1,hallusionbench-image-VS-table-8,-19.42678521027537,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-math-13-0-0,hallusionbench-image-VD-math-13,-19.42401613298207,0,1,0,wrong_clean,3
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-7-0-1,hallusionbench-image-VD-figure-7,-19.418784770200737,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-16-0-0,hallusionbench-image-VD-figure-16,-19.416619743232438,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-5-0-1,hallusionbench-image-VD-figure-5,-19.366140874749902,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-map-0-0-0,hallusionbench-non_image-VS-map-0,-19.336958966683795,1,0,0,correct_clean,4
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-5-1-1,hallusionbench-image-VS-ocr-5,-19.328134936930578,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-map-0-1-0,hallusionbench-image-VS-map-0,-19.293569535243115,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-math-12-0-1,hallusionbench-image-VD-math-12,-19.280894381444927,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-9-1-0,hallusionbench-image-VD-illusion-9,-19.271660834841132,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-10-0-1,hallusionbench-image-VD-ocr-10,-19.247749291669603,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-3-0-0,hallusionbench-image-VD-video-3,-19.1711073810486,1,0,1,correct_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-2-0-1,hallusionbench-image-VD-ocr-2,-19.168898781878145,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-19-0-1,hallusionbench-image-VD-ocr-19,-19.12897097513546,0,1,1,wrong_hallucination,2
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-18-0-1,hallusionbench-image-VD-ocr-18,-19.08034284441939,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-16-1-1,hallusionbench-image-VS-chart-16,-19.061748180977375,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-17-0-1,hallusionbench-image-VD-video-17,-19.060025994244427,1,0,1,correct_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-math-11-0-2,hallusionbench-image-VD-math-11,-19.058190671631955,0,1,1,wrong_hallucination,2
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-map-4-2-3,hallusionbench-image-VS-map-4,-19.0426442290337,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-7-2-5,hallusionbench-image-VS-table-7,-19.01108979101134,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-8-3-3,hallusionbench-image-VS-table-8,-19.00344597300497,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-0-1-2,hallusionbench-image-VS-chart-0,-18.97645746492222,1,0,1,correct_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-0-1-0,hallusionbench-image-VD-video-0,-18.935978671991737,0,1,0,wrong_clean,3
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-3-0-0,hallusionbench-image-VD-ocr-3,-18.93320011195199,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-map-4-1-1,hallusionbench-image-VS-map-4,-18.917672432657294,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-5-1-0,hallusionbench-image-VS-ocr-5,-18.905305536456297,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-4-1-0,hallusionbench-image-VS-ocr-4,-18.857572086638708,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-11-1-1,hallusionbench-image-VD-figure-11,-18.84740520273014,1,0,0,correct_clean,4
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-math-6-1-0,hallusionbench-image-VD-math-6,-18.84675604804701,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-3-0-0,hallusionbench-image-VD-illusion-3,-18.82381469483901,0,1,0,wrong_clean,4
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-5-1-0,hallusionbench-image-VD-ocr-5,-18.796028841613282,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-0-0-0,hallusionbench-image-VD-video-0,-18.76515142834592,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-12-1-0,hallusionbench-image-VS-ocr-12,-18.734226423266012,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-map-0-0-2,hallusionbench-non_image-VS-map-0,-18.72719159889326,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-1-0-0,hallusionbench-image-VD-video-1,-18.725851577717336,1,0,1,correct_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-math-14-0-0,hallusionbench-image-VD-math-14,-18.715236211602907,1,0,1,correct_hallucination,2
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-1-1-0,hallusionbench-image-VS-ocr-1,-18.670319759224146,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-math-3-0-0,hallusionbench-image-VD-math-3,-18.651473121623383,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-12-2-1,hallusionbench-image-VD-video-12,-18.64081053564595,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-2-1-2,hallusionbench-image-VS-chart-2,-18.620439923108666,1,0,1,correct_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-12-0-0,hallusionbench-image-VD-ocr-12,-18.61699939722242,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-map-4-0-0,hallusionbench-non_image-VS-map-4,-18.592659421786035,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-5-0-1,hallusionbench-image-VD-ocr-5,-18.58586594569931,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-17-0-1,hallusionbench-image-VD-ocr-17,-18.571156466256056,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-19-0-0,hallusionbench-image-VD-ocr-19,-18.564652326344866,1,0,1,correct_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-12-1-1,hallusionbench-image-VD-figure-12,-18.561286904817443,0,1,1,wrong_hallucination,0
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-8-1-4,hallusionbench-image-VS-table-8,-18.54042436356083,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-9-0-1,hallusionbench-image-VD-illusion-9,-18.496703134001837,1,0,1,correct_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-2-0-0,hallusionbench-image-VD-illusion-2,-18.4687630344411,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-7-1-0,hallusionbench-image-VD-figure-7,-18.45848141655461,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-2-1-0,hallusionbench-image-VD-ocr-2,-18.44890575708965,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-12-1-1,hallusionbench-image-VS-ocr-12,-18.432225856219752,1,0,0,correct_clean,4
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-4-2-1,hallusionbench-image-VS-ocr-4,-18.4273615139266,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-11-0-2,hallusionbench-image-VD-illusion-11,-18.412143670453872,0,1,0,wrong_clean,3
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-10-0-0,hallusionbench-image-VD-ocr-10,-18.311630332165727,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-math-5-0-1,hallusionbench-image-VD-math-5,-18.288296223331308,1,0,0,correct_clean,4
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-6-1-0,hallusionbench-image-VD-figure-6,-18.263957691534664,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-4-0-1,hallusionbench-image-VD-ocr-4,-18.220339212162827,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-10-1-3,hallusionbench-image-VS-chart-10,-18.161833666532015,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-16-0-0,hallusionbench-image-VD-ocr-16,-18.13044159609296,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-2-0-0,hallusionbench-image-VD-ocr-2,-18.127636830716575,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-7-1-1,hallusionbench-image-VS-ocr-7,-18.120435463803325,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-0-2-1,hallusionbench-image-VS-ocr-0,-18.112349434113106,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-2-1-5,hallusionbench-image-VS-chart-2,-18.109823746575763,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-3-0-1,hallusionbench-image-VD-ocr-3,-18.086733515450717,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-math-15-1-0,hallusionbench-image-VD-math-15,-18.078788284007246,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-9-0-1,hallusionbench-image-VD-ocr-9,-18.042137852997207,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-9-2-2,hallusionbench-image-VS-table-9,-18.036654161507016,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-5-0-2,hallusionbench-image-VD-video-5,-18.029634152426862,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-9-0-0,hallusionbench-image-VD-ocr-9,-18.02041159393336,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-2-1-3,hallusionbench-image-VS-chart-2,-18.014488850652356,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-2-1-2,hallusionbench-image-VD-illusion-2,-18.006537220500157,0,1,0,wrong_clean,3
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-9-1-1,hallusionbench-image-VS-table-9,-17.972747188903465,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-12-0-1,hallusionbench-image-VD-ocr-12,-17.96942990388601,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-4-1-1,hallusionbench-image-VS-table-4,-17.94637992624528,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-7-0-1,hallusionbench-image-VD-ocr-7,-17.923225162738014,0,1,0,wrong_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-6-1-1,hallusionbench-image-VS-chart-6,-17.9072278713594,1,0,0,correct_clean,4
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-math-13-0-1,hallusionbench-image-VD-math-13,-17.906170071061798,1,0,0,correct_clean,4
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-math-0-0-0,hallusionbench-image-VD-math-0,-17.84502021789928,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-7-2-0,hallusionbench-image-VS-ocr-7,-17.783662237994264,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-7-1-3,hallusionbench-image-VS-chart-7,-17.769141085836647,1,0,1,correct_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-chart-3-0-2,hallusionbench-non_image-VS-chart-3,-17.757044133756693,1,0,1,correct_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-3-0-2,hallusionbench-image-VD-ocr-3,-17.688118722895418,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-11-2-1,hallusionbench-image-VD-video-11,-17.66441532922398,0,1,0,wrong_clean,4
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-11-1-1,hallusionbench-image-VS-ocr-11,-17.645550054044314,1,0,1,correct_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-8-1-0,hallusionbench-image-VS-table-8,-17.63644720804594,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-7-3-3,hallusionbench-image-VS-table-7,-17.628724115156402,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-map-10-2-1,hallusionbench-image-VS-map-10,-17.58189885756372,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-6-0-0,hallusionbench-image-VD-video-6,-17.561442722637466,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-6-1-3,hallusionbench-image-VS-table-6,-17.50055401530866,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-5-1-0,hallusionbench-image-VS-chart-5,-17.493135885130116,1,0,1,correct_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-14-1-0,hallusionbench-image-VD-ocr-14,-17.450806059783964,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-6-0-1,hallusionbench-image-VD-video-6,-17.401474817347793,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-7-1-1,hallusionbench-image-VD-figure-7,-17.393362763285797,1,0,0,correct_clean,4
qwen,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-chart-4-0-2,hallusionbench-non_image-VS-chart-4,-17.392407619745544,1,0,0,correct_clean,5
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-math-5-0-0,hallusionbench-image-VD-math-5,-17.383491707295047,0,1,0,wrong_clean,4
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-2-1-2,hallusionbench-image-VD-video-2,-17.338892581414644,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-4-1-2,hallusionbench-image-VS-table-4,-17.323128271229773,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-4-1-1,hallusionbench-image-VD-figure-4,-17.31247749787018,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-7-0-0,hallusionbench-image-VD-ocr-7,-17.305133568996965,1,0,1,correct_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-19-0-0,hallusionbench-image-VD-illusion-19,-17.258391895514368,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-math-9-1-0,hallusionbench-image-VD-math-9,-17.21978084240189,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-4-0-0,hallusionbench-image-VD-illusion-4,-17.184663744625976,1,0,1,correct_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-9-1-0,hallusionbench-image-VS-ocr-9,-17.135878854689878,1,0,0,correct_clean,6
qwen,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-map-4-0-3,hallusionbench-non_image-VS-map-4,-17.109871685700615,1,0,0,correct_clean,4
qwen,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-table-7-0-1,hallusionbench-non_image-VS-table-7,-17.08761411953344,1,0,1,correct_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-map-1-2-3,hallusionbench-image-VS-map-1,-17.01206750180515,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-map-0-2-3,hallusionbench-image-VS-map-0,-16.98811421543337,0,1,0,wrong_clean,3
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-11-0-1,hallusionbench-image-VD-figure-11,-16.93592517662946,0,1,1,wrong_hallucination,1
qwen,hallusionbench,umpire,0.2,hallusionbench-image-VS-map-8-1-2,hallusionbench-image-VS-map-8,-16.93332350363451,1,0,1,correct_hallucination,1
qwen,mmvet,perplexity,0.2,mmvet-v1_57,mmvet-v1_57,1.000017851444173,0,1,0,wrong_clean,4
qwen,mmvet,perplexity,0.2,mmvet-v1_130,mmvet-v1_130,1.0000199079512457,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_123,mmvet-v1_123,1.000035762786054,1,0,1,correct_hallucination,2
qwen,mmvet,perplexity,0.2,mmvet-v1_17,mmvet-v1_17,1.0000419616698972,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_126,mmvet-v1_126,1.0000438690203457,1,0,0,correct_clean,5
qwen,mmvet,perplexity,0.2,mmvet-v1_114,mmvet-v1_114,1.000045895578271,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_136,mmvet-v1_136,1.0000485181791108,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_113,mmvet-v1_113,1.000053763390509,1,0,1,correct_hallucination,2
qwen,mmvet,perplexity,0.2,mmvet-v1_117,mmvet-v1_117,1.0000568628324826,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_106,mmvet-v1_106,1.0000585317605981,1,0,0,correct_clean,5
qwen,mmvet,perplexity,0.2,mmvet-v1_119,mmvet-v1_119,1.00011348724362,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_28,mmvet-v1_28,1.000119442316144,0,1,1,wrong_hallucination,1
qwen,mmvet,perplexity,0.2,mmvet-v1_124,mmvet-v1_124,1.0001354217539211,0,1,1,wrong_hallucination,1
qwen,mmvet,perplexity,0.2,mmvet-v1_51,mmvet-v1_51,1.0001512058866378,0,1,0,wrong_clean,4
qwen,mmvet,perplexity,0.2,mmvet-v1_85,mmvet-v1_85,1.000174760822416,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_146,mmvet-v1_146,1.0001966953302537,1,0,1,correct_hallucination,2
qwen,mmvet,perplexity,0.2,mmvet-v1_68,mmvet-v1_68,1.0002049207637158,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_12,mmvet-v1_12,1.0002249347144871,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_29,mmvet-v1_29,1.0002366033721612,0,1,1,wrong_hallucination,2
qwen,mmvet,perplexity,0.2,mmvet-v1_87,mmvet-v1_87,1.0002378725094632,0,1,0,wrong_clean,3
qwen,mmvet,perplexity,0.2,mmvet-v1_132,mmvet-v1_132,1.0002393668965528,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_16,mmvet-v1_16,1.000245932724627,0,1,1,wrong_hallucination,1
qwen,mmvet,perplexity,0.2,mmvet-v1_115,mmvet-v1_115,1.0002623796319856,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_116,mmvet-v1_116,1.0002720069786362,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_142,mmvet-v1_142,1.0003306865769754,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_128,mmvet-v1_128,1.0003370046533002,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_3,mmvet-v1_3,1.000362229226132,1,0,1,correct_hallucination,2
qwen,mmvet,perplexity,0.2,mmvet-v1_131,mmvet-v1_131,1.0003707408837794,1,0,0,correct_clean,5
qwen,mmvet,perplexity,0.2,mmvet-v1_35,mmvet-v1_35,1.0004090070777385,1,0,1,correct_hallucination,2
qwen,mmvet,perplexity,0.2,mmvet-v1_31,mmvet-v1_31,1.0004421472425704,0,1,1,wrong_hallucination,1
qwen,mmvet,perplexity,0.2,mmvet-v1_120,mmvet-v1_120,1.000450730328929,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_6,mmvet-v1_6,1.0005053281642855,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_111,mmvet-v1_111,1.0005718469570282,1,0,1,correct_hallucination,2
qwen,mmvet,perplexity,0.2,mmvet-v1_125,mmvet-v1_125,1.0006049871287281,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_15,mmvet-v1_15,1.0006783860592485,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_97,mmvet-v1_97,1.0008298723982127,0,1,0,wrong_clean,4
qwen,mmvet,perplexity,0.2,mmvet-v1_129,mmvet-v1_129,1.000882029523878,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_112,mmvet-v1_112,1.000887990020099,1,0,0,correct_clean,6
qwen,mmvet,perplexity,0.2,mmvet-v1_110,mmvet-v1_110,1.0008885860716734,1,0,0,correct_clean,5
qwen,mmvet,perplexity,0.2,mmvet-v1_11,mmvet-v1_11,1.0008971659195993,1,0,0,correct_clean,6
